timestamp,ld_current,ld_temp,ch4
1593544840.945099,15.3,17.15,84
1593544841.0548036,81.5,17.28,80
1593544841.1645129,160.5,17.36,96
1593544841.2753153,162.7,17.17,153
1593544841.3859417,162.5,17.19,223
1593544841.4963436,162.7,17.3,303
1593544841.607024,162.7,17.23,372
1593544841.7176006,163.5,17.18,437
1593544841.8283668,163.0,17.25,488
1593544841.9391644,163.5,17.25,539
1593544842.0497553,163.2,17.2,589
1593544842.1601174,163.0,17.23,619
1593544842.2704785,163.2,17.24,652
1593544842.3813155,163.5,17.22,694
1593544842.4918408,164.0,17.22,729
1593544842.602471,164.0,17.24,764
1593544842.7130165,163.5,17.23,789
1593544842.823538,163.5,17.22,810
1593544842.9340823,162.5,17.23,821
1593544843.0448868,163.7,17.23,829
1593544843.1552703,166.4,17.22,833
1593544843.2659702,165.0,17.23,843
1593544843.3766346,164.5,17.23,860
1593544843.4870446,164.5,17.23,880
1593544843.59783,164.7,17.23,896
1593544843.7082164,165.0,17.23,895
1593544843.8188014,164.2,17.23,893
1593544843.9294636,165.2,17.23,894
1593544844.0399618,165.2,17.23,890
1593544844.150725,164.7,17.23,890
1593544844.2613297,165.7,17.23,893
1593544844.3719723,165.7,17.23,892
1593544844.4824872,165.0,17.23,895
1593544844.5931711,166.0,17.23,894
1593544844.7036934,165.7,17.23,903
1593544844.8143547,167.2,17.23,910
1593544844.925048,166.0,17.23,911
1593544845.0352883,166.2,17.23,925
1593544845.1458902,166.2,17.23,936
1593544845.2566185,165.7,17.23,941
1593544845.3673208,166.4,17.23,944
1593544845.4778874,165.7,17.23,934
1593544845.5884635,166.9,17.23,921
1593544845.698967,166.4,17.23,917
1593544845.8096766,166.2,17.23,915
1593544845.9200926,166.0,17.23,924
1593544846.0308106,167.4,17.23,935
1593544846.14137,167.2,17.23,944
1593544846.252006,166.9,17.23,950
1593544846.3625565,167.2,17.23,957
1593544846.4732,167.7,17.23,960
1593544846.583764,166.9,17.23,956
1593544846.694662,164.5,17.23,948
1593544846.8052285,167.4,17.23,942
1593544846.9156215,167.9,17.23,947
1593544847.0261157,167.9,17.23,950
1593544847.1366448,168.2,17.23,948
1593544847.2473216,168.2,17.23,951
1593544847.3579855,167.4,17.23,960
1593544847.468504,168.7,17.23,978
1593544847.5791857,168.4,17.23,990
1593544847.6897478,168.7,17.23,1004
1593544847.8003957,167.9,17.23,1023
1593544847.910918,168.9,17.23,1038
1593544848.0215683,168.7,17.23,1039
1593544848.1321003,169.2,17.23,1041
1593544848.242767,168.9,17.23,1031
1593544848.3531706,169.4,17.23,1018
1593544848.4639175,168.2,17.23,1011
1593544848.574484,166.9,17.23,1012
1593544848.685126,168.7,17.23,1018
1593544848.7958076,168.9,17.23,1024
1593544848.9063182,169.2,17.23,1035
1593544849.0168602,168.7,17.23,1034
1593544849.1275566,170.9,17.23,1032
1593544849.2380853,170.2,17.23,1025
1593544849.3487778,169.7,17.23,1017
1593544849.4593048,170.4,17.23,1003
1593544849.5699253,170.2,17.23,993
1593544849.680468,170.4,17.23,991
1593544849.7909918,169.4,17.23,985
1593544849.9016323,170.7,17.23,974
1593544850.0124319,170.4,17.23,978
1593544850.1231651,170.2,17.23,980
1593544850.2333832,170.2,17.23,987
1593544850.343913,170.7,17.23,1001
1593544850.4547188,171.2,17.23,1015
1593544850.565242,171.2,17.23,1032
1593544850.675657,170.2,17.23,1050
1593544850.7863915,171.7,17.23,1053
1593544850.8970578,168.2,17.23,1053
1593544851.007574,171.4,17.23,1040
1593544851.118246,172.4,17.23,1030
1593544851.2288551,171.4,17.23,1022
1593544851.3393884,170.2,17.23,1026
1593544851.4500206,172.1,17.23,1028
1593544851.56054,169.7,17.23,1029
1593544851.6712072,171.7,17.23,1032
1593544851.7817295,171.7,17.23,1034
1593544851.8924162,172.6,17.23,1031
1593544852.002941,171.9,17.23,1031
1593544852.1136162,172.1,17.23,1033
1593544852.2242925,172.6,17.23,1028
1593544852.3347957,172.9,17.23,1025
1593544852.4453382,172.9,17.23,1027
1593544852.5560043,173.1,17.23,1018
1593544852.666534,172.9,17.23,1007
1593544852.777204,172.1,17.23,996
1593544852.8879724,172.9,17.23,992
1593544852.9985626,172.9,17.23,999
1593544853.1090744,172.4,17.23,1016
1593544853.2197692,173.6,17.23,1023
1593544853.3303607,173.1,17.23,1018
1593544853.440961,173.1,17.23,1019
1593544853.5516455,173.4,17.23,1017
1593544853.6622818,173.1,17.24,1015
1593544853.7725155,173.4,17.23,1023
1593544853.8830533,173.6,17.23,1031
1593544853.993741,174.4,17.23,1040
1593544854.1042802,173.4,17.23,1053
1593544854.214947,174.1,17.23,1062
1593544854.3254676,173.1,17.23,1055
1593544854.4359968,174.1,17.24,1048
1593544854.546689,173.9,17.23,1053
1593544854.6571813,174.6,17.23,1055
1593544854.7678556,174.6,17.23,1055
1593544854.878375,174.1,17.23,1047
1593544854.989061,174.9,17.23,1044
1593544855.099625,174.9,17.24,1036
