timestamp,ld_current,ld_temp,ch4
1592893273.9218307,15.6,17.07,102
1592893274.0322719,115.9,17.21,111
1592893274.1454978,162.5,17.28,143
1592893274.2572114,162.2,17.06,203
1592893274.3680887,162.2,17.11,277
1592893274.478594,162.7,17.23,353
1592893274.588956,162.7,17.13,429
1592893274.6999931,162.7,17.09,497
1592893274.811019,162.7,17.18,561
1592893274.9226682,163.0,17.16,622
1592893275.0330093,163.2,17.11,682
1592893275.1436083,163.0,17.15,740
1592893275.254089,163.0,17.16,786
1592893275.364792,164.2,17.13,818
1592893275.4752996,164.0,17.14,845
1592893275.5858355,164.0,17.15,871
1592893275.69648,164.2,17.14,877
1592893275.8071375,166.4,17.13,897
1592893275.919547,163.5,17.15,921
1592893276.0312643,164.2,17.14,949
1592893276.1413937,164.2,17.14,969
1592893276.2518883,165.0,17.15,982
1592893276.3607645,164.0,17.15,994
1592893276.472614,164.2,17.14,995
1592893276.5827138,164.5,17.14,1003
1592893276.693603,164.5,17.15,1007
1592893276.8065443,165.0,17.14,1009
1592893276.917785,164.7,17.14,1016
1592893277.0326498,164.2,17.14,1022
1592893277.1466143,165.2,17.14,1030
1592893277.2571096,165.7,17.14,1031
1592893277.3679192,164.5,17.14,1042
1592893277.4783127,165.0,17.14,1061
1592893277.5887897,163.5,17.14,1065
1592893277.699508,165.5,17.14,1066
1592893277.8102493,165.7,17.14,1066
1592893277.9207337,166.0,17.14,1073
1592893278.0313802,165.5,17.14,1081
1592893278.1420474,166.4,17.15,1092
1592893278.252654,165.7,17.14,1096
1592893278.3648305,165.2,17.14,1109
1592893278.4766257,166.2,17.14,1111
1592893278.5868795,166.2,17.14,1101
1592893278.697171,166.7,17.14,1090
1592893278.8079045,166.4,17.14,1072
1592893278.918453,167.9,17.14,1062
1592893279.0292442,166.7,17.14,1056
1592893279.1411119,166.7,17.14,1057
1592893279.2522516,166.7,17.14,1069
1592893279.366364,167.2,17.14,1079
1592893279.4774048,166.4,17.14,1085
1592893279.5879378,166.9,17.14,1084
1592893279.6982467,167.9,17.14,1087
1592893279.8090413,166.9,17.14,1087
1592893279.9180155,167.4,17.14,1089
1592893280.0285716,167.4,17.14,1092
1592893280.13931,167.2,17.14,1086
1592893280.2498546,167.9,17.14,1076
1592893280.3602335,168.4,17.14,1071
1592893280.4714746,167.4,17.14,1071
1592893280.5830877,167.9,17.14,1063
1592893280.6943648,167.4,17.14,1066
1592893280.8091784,168.4,17.14,1062
1592893280.922314,168.2,17.14,1064
1592893281.032242,168.4,17.14,1060
1592893281.1426866,168.9,17.14,1052
1592893281.2537525,168.7,17.14,1053
1592893281.3639705,169.4,17.14,1053
1592893281.4745374,169.2,17.14,1052
1592893281.5868905,169.7,17.14,1054
1592893281.6985314,169.2,17.15,1048
1592893281.8107884,168.9,17.14,1036
1592893281.921109,168.9,17.14,1041
1592893282.0317488,169.2,17.15,1041
1592893282.1419845,168.9,17.14,1039
1592893282.253145,168.7,17.14,1048
1592893282.363399,169.9,17.15,1048
1592893282.4750934,169.4,17.15,1051
1592893282.5860841,169.4,17.14,1055
1592893282.6968055,170.4,17.14,1057
1592893282.806723,169.7,17.14,1064
1592893282.9162872,170.7,17.14,1059
1592893283.0268226,170.2,17.15,1065
1592893283.1379855,170.2,17.14,1073
1592893283.2481241,170.4,17.14,1077
1592893283.358695,170.9,17.14,1078
1592893283.470421,169.7,17.14,1071
1592893283.5815046,170.4,17.14,1067
1592893283.6909645,170.9,17.14,1059
1592893283.8009777,170.7,17.14,1063
1592893283.911493,170.9,17.15,1062
